funded_amnt,addr_state,annual_inc,application_type,dti,earliest_cr_line,emp_length,emp_title,fico_range_high,fico_range_low,grade,home_ownership,id,initial_list_status,installment,int_rate,loan_amnt,mort_acc,open_acc,pub_rec,pub_rec_bankruptcies,purpose,revol_bal,revol_util,sub_grade,term,title,total_acc,verification_status,zip_code,last_pymnt_amnt,num_actv_rev_tl,mo_sin_rcnt_rev_tl_op,mo_sin_old_rev_tl_op,bc_util,bc_open_to_buy,avg_cur_bal,acc_open_past_24mths
12000.0,TX,76000.0,Individual,24.37,Aug-1994,< 1 year,RN,679.0,675.0,C,MORTGAGE,68395270,w,403.64,12.88,12000.0,1.0,13.0,0.0,0.0,debt_consolidation,21314.0,58.9,C2, 36 months,Debt consolidation,50.0,Verified,750xx,403.64,7.0,2.0,73.0,61.5,10472.0,21540.0,10.0
1600.0,FL,75000.0,Individual,1.82,May-1975,,,669.0,665.0,B,OWN,67526081,w,50.42,8.38,1600.0,1.0,5.0,1.0,1.0,debt_consolidation,2151.0,10.4,B1, 36 months,Debt consolidation,16.0,Not Verified,334xx,491.39,4.0,13.0,487.0,11.0,17449.0,430.0,2.0
28000.0,GA,400000.0,Individual,14.35,Mar-1983,10+ years,Attorney,694.0,690.0,A,MORTGAGE,67810556,w,867.9,7.26,28000.0,5.0,16.0,0.0,0.0,debt_consolidation,283815.0,76.5,A4, 36 months,Debt consolidation,41.0,Source Verified,303xx,4287.96,8.0,15.0,393.0,76.5,16489.0,82730.0,6.0
6000.0,NY,95000.0,Individual,4.51,Jul-1996,10+ years,Manager,704.0,700.0,C,RENT,68435489,w,199.26,11.99,6000.0,0.0,8.0,0.0,0.0,debt_consolidation,6741.0,86.0,C1, 36 months,Debt consolidation,11.0,Not Verified,100xx,1735.05,7.0,19.0,233.0,86.0,1121.0,991.0,1.0
15000.0,TX,76650.0,Individual,25.46,Mar-1996,10+ years,Senior Payroll Admin,769.0,765.0,A,MORTGAGE,67978730,w,463.09,6.99,15000.0,4.0,16.0,0.0,0.0,home_improvement,13347.0,26.5,A3, 36 months,Home improvement,36.0,Not Verified,750xx,463.01,6.0,5.0,237.0,25.6,16887.0,9525.0,8.0
17000.0,PA,98000.0,Individual,9.21,Mar-2001,5 years,Category Manager,759.0,755.0,A,MORTGAGE,68596392,w,511.96,5.32,17000.0,4.0,9.0,0.0,0.0,credit_card,18067.0,29.8,A1, 36 months,Credit card refinancing,24.0,Source Verified,150xx,6003.53,4.0,16.0,177.0,29.6,41448.0,25541.0,2.0
2000.0,CO,43200.0,Individual,35.73,Feb-2006,7 years,CBRN NCO,724.0,720.0,B,RENT,68523182,w,64.35,9.8,2000.0,0.0,12.0,0.0,0.0,vacation,40571.0,78.0,B3, 36 months,Vacation,16.0,Not Verified,809xx,576.52,6.0,18.0,118.0,76.9,10473.0,4971.0,2.0
8800.0,NY,60000.0,Individual,15.92,Sep-2011,3 years,Administration ,694.0,690.0,D,OWN,68484668,w,308.39,15.77,8800.0,0.0,6.0,0.0,0.0,other,6947.0,21.4,D1, 36 months,Other,7.0,Verified,105xx,308.39,2.0,12.0,51.0,23.6,22453.0,3677.0,5.0
8000.0,GA,58000.0,Individual,24.99,Oct-1997,8 years,Worship Arts Director,714.0,710.0,C,OWN,68433210,w,269.09,12.88,8000.0,0.0,18.0,2.0,0.0,credit_card,1185.0,8.9,C2, 36 months,Credit card refinancing,21.0,Verified,300xx,1063.78,6.0,2.0,218.0,7.0,8838.0,4708.0,10.0
4800.0,CA,50000.0,Individual,20.36,Nov-2005,10+ years,Dispatcher,664.0,660.0,C,MORTGAGE,67918834,w,162.15,13.18,4800.0,1.0,9.0,0.0,0.0,debt_consolidation,12216.0,56.8,C3, 36 months,Debt consolidation,22.0,Verified,925xx,162.15,6.0,6.0,121.0,87.2,1763.0,29941.0,7.0
7000.0,NY,65805.0,Individual,7.61,Jan-2011,1 year,Supervisor/lead,689.0,685.0,C,RENT,68595076,w,235.46,12.88,7000.0,0.0,4.0,0.0,0.0,credit_card,7890.0,63.1,C2, 36 months,Credit card refinancing,8.0,Source Verified,125xx,246.81,2.0,20.0,59.0,51.9,3604.0,3988.0,3.0
3100.0,IL,33000.0,Individual,13.85,May-2004,4 years,Warehouse,729.0,725.0,D,MORTGAGE,67928862,w,111.86,17.86,3100.0,0.0,6.0,0.0,0.0,debt_consolidation,5698.0,49.1,D5, 36 months,Debt consolidation,8.0,Verified,605xx,111.62,2.0,0.0,139.0,57.0,4302.0,1956.0,5.0
8175.0,NY,22750.0,Individual,1.85,Oct-1987,,,794.0,790.0,D,RENT,67978867,w,291.43,16.99,8175.0,0.0,3.0,0.0,0.0,other,455.0,1.1,D3, 36 months,Other,6.0,Verified,112xx,6646.85,1.0,108.0,338.0,1.1,40845.0,152.0,0.0
35000.0,IL,80365.0,Individual,21.79,Jun-1987,< 1 year,Director of Information and Policy Issue,684.0,680.0,C,RENT,68052422,w,1210.72,14.85,35000.0,0.0,10.0,0.0,0.0,debt_consolidation,44775.0,106.1,C5, 36 months,Debt consolidation,12.0,Verified,606xx,1210.59,6.0,16.0,342.0,97.6,570.0,4975.0,1.0
12000.0,PA,85000.0,Individual,22.87,Mar-2003,7 years,Financial operations specialist ,724.0,720.0,B,MORTGAGE,68476147,w,395.6,11.48,12000.0,4.0,35.0,0.0,0.0,debt_consolidation,8288.0,31.5,B5, 36 months,Debt consolidation,63.0,Source Verified,190xx,1867.95,6.0,1.0,134.0,38.8,9550.0,9275.0,5.0
8000.0,CA,85000.0,Individual,13.55,Apr-1999,8 years,Physical Therapist,789.0,785.0,A,MORTGAGE,68338284,w,240.92,5.32,8000.0,0.0,9.0,0.0,0.0,debt_consolidation,9162.0,20.3,A1, 36 months,,37.0,Not Verified,908xx,240.86,5.0,28.0,187.0,19.3,34306.0,6131.0,1.0
10400.0,MO,150000.0,Individual,18.51,Mar-1991,10+ years,Senior Director,674.0,670.0,C,MORTGAGE,68616394,w,352.63,13.44,10400.0,2.0,23.0,0.0,0.0,debt_consolidation,29336.0,66.7,C3, 36 months,Debt consolidation,44.0,Verified,631xx,564.21,8.0,2.0,297.0,86.5,2667.0,10990.0,14.0
22075.0,NC,69000.0,Individual,26.83,Mar-2008,1 year,fueler truck washer,664.0,660.0,F,RENT,65856059,f,848.21,22.45,22075.0,0.0,7.0,1.0,0.0,debt_consolidation,3996.0,88.8,F1, 36 months,Debt consolidation,14.0,Verified,282xx,1738.83,3.0,8.0,18.0,92.7,257.0,5014.0,7.0
20000.0,CA,80000.0,Individual,25.92,Dec-2000,10+ years,Supervisor,679.0,675.0,B,OWN,68514314,w,643.47,9.8,20000.0,0.0,17.0,0.0,0.0,debt_consolidation,30748.0,55.0,B3, 36 months,Debt consolidation,22.0,Not Verified,951xx,1916.78,11.0,7.0,180.0,60.4,16982.0,3712.0,5.0
22000.0,MT,63000.0,Individual,21.61,Oct-2002,10+ years,Accounting,684.0,680.0,C,MORTGAGE,67929070,w,511.79,13.99,22000.0,3.0,20.0,0.0,0.0,debt_consolidation,33525.0,66.7,C4, 60 months,Debt consolidation,32.0,Not Verified,597xx,18695.89,13.0,19.0,154.0,96.5,984.0,7018.0,3.0
5000.0,NV,52000.0,Individual,11.54,Jan-2000,10+ years,Ramp agent,699.0,695.0,C,MORTGAGE,67447979,f,166.05,11.99,5000.0,1.0,17.0,0.0,0.0,debt_consolidation,9239.0,21.4,C1, 36 months,Debt consolidation,24.0,Source Verified,891xx,166.05,7.0,3.0,191.0,22.4,32061.0,865.0,13.0
12000.0,NJ,70000.0,Individual,20.88,Feb-2001,10+ years,fireman,674.0,670.0,D,RENT,68282219,w,295.6,16.59,12000.0,0.0,8.0,0.0,0.0,debt_consolidation,8316.0,64.0,D2, 60 months,Debt consolidation,13.0,Verified,071xx,10286.3,6.0,13.0,178.0,64.0,4684.0,5261.0,6.0
15000.0,OH,60000.0,Individual,24.68,Nov-1994,10+ years,owner,724.0,720.0,A,MORTGAGE,68615525,w,463.09,6.99,15000.0,2.0,28.0,0.0,0.0,home_improvement,30670.0,50.2,A3, 36 months,Home improvement,39.0,Not Verified,434xx,463.01,19.0,22.0,253.0,70.9,9588.0,8768.0,1.0
21600.0,NY,60000.0,Individual,22.68,Oct-1999,5 years,correctional worker,704.0,700.0,C,RENT,67859536,f,498.91,13.67,21600.0,0.0,13.0,0.0,0.0,debt_consolidation,15221.0,49.6,C4, 60 months,Debt consolidation,29.0,Verified,124xx,498.91,6.0,3.0,84.0,54.1,12497.0,4531.0,7.0
16000.0,NY,82000.0,Individual,16.39,Feb-1995,8 years,Executive Admin,679.0,675.0,B,MORTGAGE,68019832,w,349.64,11.22,16000.0,1.0,13.0,1.0,1.0,debt_consolidation,3931.0,22.2,B5, 60 months,Debt consolidation,36.0,Source Verified,104xx,10299.56,4.0,13.0,250.0,51.1,3176.0,33381.0,2.0
14400.0,NJ,65000.0,Individual,9.29,Oct-2000,3 years,Bank teller,669.0,665.0,C,RENT,68443991,w,478.22,11.99,14400.0,0.0,12.0,1.0,1.0,credit_card,13621.0,67.1,C1, 36 months,Credit card refinancing,34.0,Source Verified,075xx,478.22,8.0,11.0,182.0,98.8,78.0,1362.0,3.0
8950.0,NJ,65000.0,Individual,35.06,Mar-1996,10+ years,Field Rep,689.0,685.0,D,RENT,68338186,w,325.77,18.49,8950.0,6.0,18.0,1.0,0.0,debt_consolidation,27233.0,69.3,D5, 36 months,,43.0,Not Verified,089xx,325.77,9.0,2.0,237.0,90.7,2074.0,3461.0,5.0
10800.0,AZ,123000.0,Individual,23.62,Nov-1994,10+ years,Lead Programmer Analyst,684.0,680.0,B,OWN,68386356,w,356.04,11.48,10800.0,1.0,13.0,0.0,0.0,credit_card,70397.0,79.4,B5, 36 months,Credit card refinancing,23.0,Source Verified,852xx,8244.29,8.0,2.0,253.0,95.6,1363.0,31190.0,7.0
6000.0,TN,37000.0,Individual,16.02,Nov-2004,1 year,Admin Assistant II,689.0,685.0,B,RENT,68262756,w,189.38,8.49,6000.0,0.0,12.0,0.0,0.0,credit_card,14390.0,51.4,B1, 36 months,Credit card refinancing,16.0,Source Verified,372xx,255.75,5.0,4.0,118.0,51.4,13610.0,2239.0,2.0
18000.0,CA,95000.0,Individual,12.2,Apr-2005,5 years,Construction Inspector/Tester,689.0,685.0,A,MORTGAGE,68364958,f,551.61,6.49,18000.0,1.0,10.0,0.0,0.0,debt_consolidation,9775.0,67.4,A2, 36 months,Debt consolidation,53.0,Not Verified,945xx,9532.51,4.0,34.0,107.0,72.0,2662.0,36146.0,3.0
10000.0,GA,32000.0,Individual,10.95,Feb-2002,2 years,House manager,694.0,690.0,B,MORTGAGE,68604829,w,329.67,11.48,10000.0,0.0,13.0,2.0,0.0,debt_consolidation,10840.0,41.7,B5, 36 months,Debt consolidation,17.0,Verified,306xx,570.28,7.0,0.0,166.0,58.4,7486.0,985.0,7.0
30000.0,NY,72000.0,Individual,29.02,Dec-2001,10+ years,tech,704.0,700.0,D,MORTGAGE,68341154,w,761.32,17.97,30000.0,3.0,9.0,0.0,0.0,home_improvement,0.0,0.0,D4, 60 months,,30.0,Verified,127xx,20158.21,0.0,24.0,168.0,0.0,1000.0,18924.0,6.0
17025.0,IL,72800.0,Individual,34.55,Oct-2002,1 year,Executive Recruiter,669.0,665.0,D,MORTGAGE,67829167,f,593.61,15.41,17025.0,5.0,21.0,0.0,0.0,credit_card,33955.0,57.4,D1, 36 months,Credit card refinancing,51.0,Not Verified,601xx,593.61,16.0,2.0,115.0,82.1,3249.0,12443.0,13.0
34000.0,CA,85500.0,Individual,34.53,Aug-2009,3 years,Transportation Engineer - Civil,709.0,705.0,C,RENT,67879627,w,1148.55,13.18,34000.0,0.0,8.0,0.0,0.0,debt_consolidation,10331.0,82.6,C3, 36 months,Debt consolidation,11.0,Verified,937xx,2295.19,3.0,19.0,76.0,82.6,2169.0,6731.0,6.0
20000.0,NY,75000.0,Individual,15.95,Dec-1986,10+ years,Director Admissions,664.0,660.0,E,MORTGAGE,67308389,w,510.05,18.2,20000.0,2.0,8.0,2.0,2.0,debt_consolidation,4916.0,59.2,E1, 60 months,Debt consolidation,21.0,Not Verified,125xx,510.05,4.0,7.0,348.0,54.6,3267.0,6222.0,6.0
12000.0,NH,45000.0,Individual,25.68,Dec-2009,10+ years,Pe driver,664.0,660.0,C,RENT,68605004,w,398.52,11.99,12000.0,0.0,9.0,0.0,0.0,debt_consolidation,12521.0,88.8,C1, 36 months,Debt consolidation,13.0,Source Verified,030xx,3104.71,7.0,1.0,72.0,82.6,1464.0,2946.0,5.0
10500.0,FL,25000.0,Individual,27.84,Feb-2004,4 years,Manager,664.0,660.0,C,OWN,67316732,w,356.02,13.44,10500.0,0.0,6.0,0.0,0.0,debt_consolidation,5414.0,62.2,C3, 36 months,Debt consolidation,19.0,Source Verified,328xx,5873.41,2.0,18.0,142.0,70.3,2286.0,3574.0,4.0
18000.0,MI,65000.0,Individual,38.04,Mar-1997,10+ years,maintenance  administrtor,679.0,675.0,D,RENT,67555790,w,630.79,15.77,18000.0,0.0,19.0,0.0,0.0,debt_consolidation,19106.0,65.2,D1, 36 months,Debt consolidation,28.0,Verified,480xx,50.0,12.0,14.0,225.0,95.7,241.0,3490.0,11.0
12525.0,MO,33000.0,Individual,33.09,Oct-2003,10+ years,computer work ordes,734.0,730.0,C,OWN,67860105,w,428.02,13.99,12525.0,0.0,10.0,0.0,0.0,credit_card,10280.0,43.9,C4, 36 months,Credit card refinancing,15.0,Verified,633xx,468.79,7.0,2.0,146.0,74.3,3465.0,2659.0,2.0
18000.0,NE,55000.0,Individual,17.48,Aug-1989,3 years,City Clerk,699.0,695.0,C,RENT,68493880,w,413.63,13.44,18000.0,1.0,14.0,1.0,1.0,debt_consolidation,5284.0,18.5,C3, 60 months,Debt consolidation,25.0,Not Verified,693xx,100.61,10.0,7.0,316.0,17.8,23175.0,7016.0,5.0
6000.0,CA,74800.0,Individual,11.21,Jul-2001,10+ years,Owner operator,664.0,660.0,C,RENT,68323621,w,205.04,13.99,6000.0,0.0,5.0,1.0,1.0,credit_card,4781.0,55.6,C4, 36 months,Credit card refinancing,14.0,Source Verified,945xx,205.04,3.0,33.0,173.0,55.6,3819.0,9929.0,1.0
24000.0,PA,70000.0,Individual,16.87,Aug-1995,10+ years,Sergeant,749.0,745.0,B,MORTGAGE,67417124,f,500.19,9.17,24000.0,3.0,12.0,0.0,0.0,credit_card,23487.0,26.2,B2, 60 months,Credit card refinancing,31.0,Not Verified,180xx,17076.81,6.0,14.0,244.0,32.5,35858.0,16876.0,4.0
12300.0,MN,56000.0,Individual,15.84,Nov-1992,6 years,Business Administrstor,684.0,680.0,C,MORTGAGE,67788849,w,423.26,14.48,12300.0,6.0,10.0,0.0,0.0,debt_consolidation,30182.0,71.4,C5, 36 months,Debt consolidation,35.0,Source Verified,563xx,72.94,6.0,17.0,277.0,61.7,11519.0,43795.0,3.0
15000.0,WA,52000.0,Individual,24.56,Jul-2000,10+ years,Cabinet maker,779.0,775.0,B,MORTGAGE,66240832,w,482.32,9.76,15000.0,2.0,9.0,0.0,0.0,debt_consolidation,3168.0,28.3,B3, 36 months,Debt consolidation,16.0,Not Verified,982xx,9390.29,1.0,15.0,185.0,0.0,2200.0,34750.0,4.0
18800.0,AL,56000.0,Individual,19.7,May-1986,10+ years,Teacher,664.0,660.0,C,MORTGAGE,68434118,w,637.44,13.44,18800.0,2.0,17.0,1.0,1.0,credit_card,10504.0,53.1,C3, 36 months,Credit card refinancing,32.0,Verified,356xx,4641.37,9.0,11.0,355.0,57.7,5705.0,2870.0,9.0
8000.0,OH,59000.0,Individual,17.88,Jan-1988,10+ years,Mechanic,664.0,660.0,B,MORTGAGE,67979455,w,260.55,10.64,8000.0,0.0,10.0,2.0,1.0,home_improvement,5315.0,32.8,B4, 36 months,Home improvement,27.0,Source Verified,452xx,6115.91,8.0,1.0,133.0,90.0,420.0,2148.0,3.0
9000.0,CA,42000.0,Individual,19.86,May-1980,10+ years,Classified Librarian,744.0,740.0,A,MORTGAGE,67959560,w,278.97,7.26,9000.0,9.0,14.0,0.0,0.0,debt_consolidation,9102.0,27.8,A4, 36 months,Debt consolidation,29.0,Not Verified,952xx,100.0,8.0,6.0,427.0,34.5,12061.0,15312.0,4.0
22500.0,GA,114000.0,Individual,9.83,Sep-1992,10+ years,Telecommunications Spc,669.0,665.0,C,OWN,67869126,w,778.32,14.85,22500.0,6.0,15.0,0.0,0.0,debt_consolidation,20164.0,56.8,C5, 36 months,Debt consolidation,38.0,Source Verified,308xx,813.95,10.0,1.0,279.0,53.6,9976.0,5644.0,14.0
33000.0,CA,75000.0,Individual,23.5,May-1998,8 years,Senior Budget Analyst,679.0,675.0,G,RENT,68383173,w,1007.47,26.99,33000.0,3.0,14.0,0.0,0.0,debt_consolidation,26252.0,64.3,G1, 60 months,Debt consolidation,29.0,Source Verified,953xx,1007.47,5.0,6.0,211.0,95.3,1230.0,4667.0,7.0
35000.0,MS,105000.0,Individual,25.62,Dec-1994,10+ years,Firefighter,699.0,695.0,B,MORTGAGE,68435254,f,1104.71,8.49,35000.0,2.0,14.0,0.0,0.0,credit_card,47795.0,78.5,B1, 36 months,Credit card refinancing,35.0,Source Verified,395xx,13839.59,5.0,23.0,252.0,77.0,10577.0,12517.0,5.0
34500.0,TN,75000.0,Individual,15.5,Sep-2005,3 years,Registered Nurse,724.0,720.0,F,MORTGAGE,68192663,w,997.31,24.24,34500.0,2.0,18.0,1.0,1.0,debt_consolidation,7676.0,37.1,F3, 60 months,Debt consolidation,40.0,Verified,371xx,26881.33,2.0,3.0,88.0,76.0,2424.0,9816.0,16.0
6000.0,NY,40000.0,Individual,18.99,Dec-2005,10+ years,Hammer  smith ,674.0,670.0,C,MORTGAGE,68475095,w,199.26,11.99,6000.0,2.0,11.0,0.0,0.0,debt_consolidation,7571.0,62.0,C1, 36 months,Debt consolidation,13.0,Verified,146xx,199.26,7.0,2.0,111.0,72.0,1725.0,12667.0,6.0
10000.0,TX,40000.0,Individual,29.91,Jan-2008,2 years,Banker ,674.0,670.0,D,RENT,68132252,f,357.88,17.27,10000.0,0.0,8.0,0.0,0.0,debt_consolidation,10069.0,86.8,D3, 36 months,Debt consolidation,8.0,Verified,752xx,2160.31,6.0,44.0,95.0,96.8,275.0,4403.0,2.0
16975.0,FL,114000.0,Individual,14.86,Sep-1996,5 years,Criminal Investigator ,689.0,685.0,D,MORTGAGE,67960017,w,417.78,16.55,16975.0,4.0,10.0,0.0,0.0,credit_card,37526.0,83.6,D2, 60 months,Credit card refinancing,32.0,Not Verified,329xx,15548.99,3.0,31.0,132.0,90.9,991.0,48505.0,4.0
35000.0,CA,70000.0,Individual,26.28,Aug-1999,< 1 year,Client Manager,704.0,700.0,D,RENT,68613153,w,888.2,17.97,35000.0,0.0,11.0,0.0,0.0,credit_card,36412.0,90.1,D4, 60 months,Credit card refinancing,24.0,Verified,916xx,34398.87,6.0,8.0,142.0,101.1,0.0,5298.0,4.0
6000.0,NY,74000.0,Individual,9.0,Mar-1994,10+ years,Executive Assistant,719.0,715.0,B,RENT,68413901,w,191.28,9.17,6000.0,0.0,9.0,0.0,0.0,debt_consolidation,7613.0,30.2,B2, 36 months,Debt consolidation,16.0,Not Verified,112xx,191.01,4.0,9.0,261.0,41.2,10179.0,1930.0,3.0
16000.0,IN,71000.0,Individual,14.86,Mar-2002,2 years,Statistician,689.0,685.0,B,MORTGAGE,67899561,w,345.02,10.64,16000.0,4.0,7.0,0.0,0.0,debt_consolidation,7977.0,52.8,B4, 60 months,Debt consolidation,15.0,Not Verified,462xx,10754.45,2.0,19.0,135.0,93.1,578.0,6558.0,2.0
35000.0,IL,85000.0,Individual,17.87,Nov-1998,7 years,Broker,684.0,680.0,E,MORTGAGE,68010408,w,898.13,18.49,35000.0,2.0,9.0,0.0,0.0,debt_consolidation,21970.0,68.9,E2, 60 months,Debt consolidation,18.0,Source Verified,604xx,21796.62,7.0,47.0,205.0,68.6,9086.0,23008.0,0.0
17975.0,NJ,40000.0,Individual,20.61,Feb-1987,,,719.0,715.0,B,MORTGAGE,68545780,w,586.61,10.78,17975.0,6.0,19.0,0.0,0.0,credit_card,18258.0,25.0,B4, 36 months,Credit card refinancing,56.0,Verified,087xx,12303.92,15.0,1.0,346.0,44.0,6840.0,6048.0,7.0
11200.0,IN,37000.0,Individual,7.78,Oct-1994,< 1 year,Assembly Worker,679.0,675.0,C,RENT,68535736,w,371.95,11.99,11200.0,0.0,11.0,0.0,0.0,debt_consolidation,16425.0,49.3,C1, 36 months,Debt consolidation,13.0,Verified,476xx,371.95,4.0,3.0,254.0,58.2,11775.0,1643.0,7.0
16000.0,WI,77000.0,Individual,31.28,Jul-1995,10+ years,store manager,669.0,665.0,B,MORTGAGE,67939094,w,525.49,11.22,16000.0,5.0,8.0,0.0,0.0,debt_consolidation,15473.0,77.8,B5, 36 months,Debt consolidation,32.0,Source Verified,547xx,6945.78,4.0,41.0,245.0,61.1,3700.0,19295.0,3.0
28000.0,CA,150000.0,Individual,13.66,Jul-2002,2 years,Sr. Marketing Manager,699.0,695.0,A,MORTGAGE,68593477,f,843.22,5.32,28000.0,3.0,19.0,0.0,0.0,credit_card,78335.0,64.4,A1, 36 months,Credit card refinancing,29.0,Source Verified,917xx,15400.18,11.0,2.0,161.0,50.1,33516.0,23415.0,6.0
14400.0,SC,85000.0,Individual,21.76,Mar-2001,10+ years,gm,674.0,670.0,E,OWN,68553324,f,373.47,18.99,14400.0,5.0,12.0,1.0,1.0,other,12392.0,62.9,E1, 60 months,Other,24.0,Not Verified,295xx,373.47,8.0,7.0,148.0,75.0,3979.0,20251.0,6.0
10000.0,OH,44298.0,Individual,25.22,Jun-1999,3 years,Business Placement Analyst ,749.0,745.0,A,OWN,68433369,w,312.95,7.91,10000.0,1.0,31.0,0.0,0.0,home_improvement,6476.0,11.6,A5, 36 months,Home improvement,55.0,Not Verified,432xx,10006.99,3.0,0.0,198.0,14.5,38324.0,7735.0,6.0
2000.0,CA,104000.0,Individual,9.14,Dec-1994,10+ years,Accounting manager,664.0,660.0,C,RENT,67969923,f,66.42,11.99,2000.0,4.0,5.0,0.0,0.0,other,9890.0,74.9,C1, 36 months,Other,32.0,Verified,928xx,66.38,4.0,17.0,252.0,96.2,115.0,7298.0,2.0
18200.0,GA,65000.0,Individual,29.28,Feb-2004,8 years,Accounting Supervisor,664.0,660.0,D,RENT,68366819,w,440.37,15.77,18200.0,2.0,27.0,1.0,1.0,credit_card,7411.0,59.8,D1, 60 months,Credit card refinancing,38.0,Not Verified,300xx,440.37,6.0,0.0,127.0,87.7,444.0,4210.0,11.0
30000.0,CA,160000.0,Individual,7.01,Apr-1994,< 1 year,Controller,664.0,660.0,D,MORTGAGE,68162471,w,738.98,16.59,30000.0,3.0,16.0,1.0,1.0,debt_consolidation,26715.0,65.3,D2, 60 months,Debt consolidation,51.0,Verified,917xx,738.98,7.0,5.0,260.0,64.4,12708.0,27239.0,6.0
6300.0,GA,45000.0,Individual,10.8,May-2004,5 years,UNDERWRITER ,704.0,700.0,A,RENT,67535471,w,194.21,6.89,6300.0,0.0,23.0,1.0,0.0,credit_card,6824.0,24.5,A3, 36 months,Credit card refinancing,45.0,Source Verified,292xx,2082.45,7.0,2.0,139.0,39.0,10364.0,1545.0,4.0
17200.0,FL,43000.0,Individual,16.77,Oct-2003,5 years,Technician,714.0,710.0,B,OWN,66612824,w,567.03,11.48,17200.0,0.0,4.0,0.0,0.0,credit_card,16340.0,68.4,B5, 36 months,Credit card refinancing,6.0,Not Verified,334xx,566.76,3.0,75.0,146.0,68.4,7560.0,4442.0,1.0
35000.0,AZ,75000.0,Individual,22.16,Nov-2008,8 years,Haul truck driver,714.0,710.0,D,MORTGAGE,67858856,w,880.61,17.57,35000.0,1.0,7.0,0.0,0.0,credit_card,13159.0,78.8,D4, 60 months,Credit card refinancing,13.0,Source Verified,855xx,880.61,3.0,21.0,85.0,84.2,2460.0,19554.0,4.0
30000.0,TX,94000.0,Individual,29.31,Aug-1985,8 years,Project Manager,724.0,720.0,A,MORTGAGE,66121442,w,929.89,7.26,30000.0,2.0,18.0,0.0,0.0,credit_card,29661.0,44.1,A4, 36 months,Credit card refinancing,30.0,Source Verified,761xx,929.62,12.0,16.0,364.0,47.2,24801.0,6568.0,4.0
17000.0,CA,81000.0,Individual,21.98,Nov-2000,3 years,Business System Analyst,709.0,705.0,A,MORTGAGE,66552269,w,528.73,7.49,17000.0,2.0,17.0,1.0,1.0,debt_consolidation,22152.0,41.8,A4, 36 months,Debt consolidation,27.0,Not Verified,935xx,8080.34,10.0,14.0,181.0,36.6,21166.0,23958.0,4.0
28000.0,CA,76008.0,Individual,14.47,Sep-1995,4 years,Attorney,694.0,690.0,B,MORTGAGE,68426258,w,583.55,9.17,28000.0,1.0,18.0,0.0,0.0,debt_consolidation,38235.0,43.1,B2, 60 months,Debt consolidation,38.0,Source Verified,945xx,15787.84,13.0,1.0,243.0,51.9,34094.0,2249.0,4.0
15200.0,TX,136000.0,Individual,9.35,Apr-2000,10+ years,County Relations Officer,709.0,705.0,B,RENT,68584765,w,484.56,9.17,15200.0,3.0,11.0,0.0,0.0,credit_card,54319.0,67.0,B2, 36 months,Credit card refinancing,35.0,Verified,787xx,14635.45,9.0,2.0,188.0,71.0,10425.0,19835.0,6.0
20000.0,TX,58000.0,Individual,31.24,May-1984,10+ years,plumber,684.0,680.0,B,OWN,68356386,w,631.26,8.49,20000.0,0.0,6.0,0.0,0.0,debt_consolidation,19093.0,91.0,B1, 36 months,Debt consolidation,16.0,Verified,751xx,6753.31,5.0,28.0,379.0,96.0,1725.0,5540.0,1.0
32000.0,MD,88000.0,Individual,14.07,Sep-2008,9 years,k9 Handler/security forces,704.0,700.0,D,MORTGAGE,68494643,w,1145.2,17.27,32000.0,1.0,5.0,0.0,0.0,home_improvement,0.0,0.0,D3, 36 months,Home improvement,10.0,Source Verified,206xx,11864.72,0.0,5.0,13.0,0.0,1500.0,65858.0,5.0
10000.0,NC,41976.0,Individual,22.81,Oct-2009,5 years,PETROLEUM SPECIALIST,689.0,685.0,B,RENT,68142542,w,329.67,11.48,10000.0,0.0,7.0,0.0,0.0,debt_consolidation,7805.0,33.9,B5, 36 months,Debt consolidation,11.0,Verified,283xx,13.18,4.0,3.0,74.0,,,3583.0,4.0
21600.0,FL,75000.0,Individual,10.98,Oct-1981,10+ years,FIELD SERVICE TECH,719.0,715.0,A,MORTGAGE,67566080,w,436.84,7.89,21600.0,3.0,10.0,0.0,0.0,debt_consolidation,15204.0,27.1,A5, 60 months,Debt consolidation,25.0,Source Verified,327xx,160.51,5.0,30.0,410.0,29.4,36496.0,16404.0,3.0
22900.0,MA,150000.0,Individual,15.12,Sep-2007,3 years,Director Accounting Policy,704.0,700.0,D,MORTGAGE,68072182,w,564.09,16.59,22900.0,0.0,8.0,0.0,0.0,credit_card,33569.0,96.5,D2, 60 months,Credit card refinancing,11.0,Verified,024xx,14504.45,4.0,42.0,99.0,97.5,827.0,9463.0,1.0
5000.0,KY,40399.0,Individual,15.03,Sep-2005,1 year,Dispatch Manager,739.0,735.0,B,MORTGAGE,68019698,w,162.85,10.64,5000.0,0.0,13.0,0.0,0.0,debt_consolidation,2360.0,14.2,B4, 36 months,Debt consolidation,20.0,Source Verified,402xx,162.53,4.0,3.0,123.0,18.0,10740.0,1533.0,7.0
30000.0,CA,144000.0,Individual,15.14,Nov-2000,1 year,manager,664.0,660.0,C,RENT,68576220,w,697.9,13.99,30000.0,0.0,9.0,4.0,0.0,debt_consolidation,4451.0,24.6,C4, 60 months,Debt consolidation,20.0,Source Verified,926xx,3399.48,4.0,5.0,181.0,24.6,13149.0,2504.0,5.0
